DateCrawled,Price,VehicleType,RegistrationYear,Gearbox,Power,Model,Mileage,RegistrationMonth,FuelType,Brand,NotRepaired,DateCreated,NumberOfPictures,PostalCode,LastSeen
26/03/2016 13:52,1499,small,2003,manual,60,corsa,150000,1,petrol,opel,no,26/03/2016 00:00,0,27386,02/04/2016 03:45
17/03/2016 19:44,2250,,2018,,0,,150000,0,,seat,,17/03/2016 00:00,0,67307,17/03/2016 19:44
19/03/2016 14:57,10750,bus,2006,auto,150,viano,150000,6,gasoline,mercedes_benz,,19/03/2016 00:00,0,25855,06/04/2016 23:46
19/03/2016 14:06,1400,small,1999,auto,60,polo,150000,4,petrol,volkswagen,no,19/03/2016 00:00,0,61348,27/03/2016 10:16
04/04/2016 10:40,3900,sedan,2000,manual,118,3er,150000,1,lpg,bmw,no,04/04/2016 00:00,0,52223,06/04/2016 11:17
19/03/2016 12:57,1000,sedan,1998,manual,116,3er,150000,5,petrol,bmw,,19/03/2016 00:00,0,19370,19/03/2016 13:41
17/03/2016 23:56,2999,small,2003,manual,131,ibiza,150000,5,gasoline,seat,no,17/03/2016 00:00,0,79539,05/04/2016 21:18
21/03/2016 04:04,10990,convertible,2005,manual,163,a4,150000,2,gasoline,audi,no,21/03/2016 00:00,0,83435,06/04/2016 01:49
01/04/2016 16:36,3500,sedan,1999,auto,101,vectra,60000,6,petrol,opel,no,01/04/2016 00:00,0,10178,05/04/2016 12:47
21/03/2016 16:44,8499,,2016,manual,97,fiesta,60000,9,petrol,ford,no,21/03/2016 00:00,0,30952,28/03/2016 12:46
28/03/2016 15:59,2550,sedan,1994,auto,299,a8,150000,0,petrol,audi,,28/03/2016 00:00,0,19258,06/04/2016 20:46
02/04/2016 10:51,4299,,2017,manual,125,astra,125000,5,,opel,no,02/04/2016 00:00,0,57334,06/04/2016 08:45
04/04/2016 21:42,2999,convertible,2003,manual,95,other,80000,3,petrol,ford,no,04/04/2016 00:00,0,96361,07/04/2016 00:15
28/03/2016 18:55,2900,small,2007,manual,75,clio,150000,1,petrol,renault,no,28/03/2016 00:00,0,35713,03/04/2016 12:48
07/03/2016 10:52,650,small,2002,manual,50,ka,150000,12,petrol,ford,no,07/03/2016 00:00,0,10407,09/03/2016 07:44
28/03/2016 14:41,3500,sedan,2005,manual,120,147,100000,11,petrol,alfa_romeo,no,28/03/2016 00:00,0,71642,02/04/2016 18:46
25/03/2016 11:38,2800,,2016,auto,140,vectra,150000,0,,opel,no,25/03/2016 00:00,0,21745,31/03/2016 18:15
10/03/2016 20:43,2100,small,1999,manual,101,a3,125000,9,petrol,audi,,10/03/2016 00:00,0,99085,13/03/2016 03:17
22/03/2016 21:55,9250,coupe,2010,manual,116,1er,125000,1,gasoline,bmw,no,22/03/2016 00:00,0,44139,22/03/2016 22:43
12/03/2016 10:37,2600,wagon,2006,auto,109,focus,150000,10,gasoline,ford,no,12/03/2016 00:00,0,51069,19/03/2016 07:45
25/03/2016 20:38,1599,bus,1997,manual,68,transporter,150000,9,gasoline,volkswagen,yes,25/03/2016 00:00,0,25524,28/03/2016 20:18
10/03/2016 15:49,3900,wagon,2000,,0,fabia,150000,0,petrol,skoda,no,10/03/2016 00:00,0,50374,11/03/2016 16:15
11/03/2016 17:50,1500,wagon,2003,manual,95,megane,150000,3,petrol,renault,no,11/03/2016 00:00,0,23909,18/03/2016 02:44
21/03/2016 14:49,899,,2017,manual,60,twingo,150000,0,petrol,renault,,21/03/2016 00:00,0,44141,24/03/2016 03:45
29/03/2016 19:38,7999,sedan,2001,auto,310,a8,150000,12,petrol,audi,no,29/03/2016 00:00,0,38465,06/04/2016 21:45
05/04/2016 07:54,6000,suv,2004,auto,0,other,150000,0,petrol,land_rover,,05/04/2016 00:00,0,31174,07/04/2016 12:16
31/03/2016 09:54,575,wagon,1998,manual,116,3er,150000,3,petrol,bmw,no,31/03/2016 00:00,0,23627,06/04/2016 03:17
14/03/2016 09:48,1700,sedan,2001,manual,125,astra,150000,5,petrol,opel,no,14/03/2016 00:00,0,44265,19/03/2016 20:49
25/03/2016 20:53,3250,bus,2007,manual,88,note,150000,8,petrol,nissan,yes,25/03/2016 00:00,0,74417,07/04/2016 04:17
06/03/2016 09:38,999,wagon,1998,manual,0,,150000,10,petrol,peugeot,no,06/03/2016 00:00,0,92224,08/03/2016 14:46
10/03/2016 18:49,13700,convertible,2007,manual,170,c_reihe,70000,7,petrol,volvo,no,10/03/2016 00:00,0,84359,06/04/2016 00:16
29/03/2016 15:38,12499,bus,2010,auto,105,touran,150000,6,,volkswagen,no,29/03/2016 00:00,0,13439,06/04/2016 01:15
08/03/2016 15:52,1500,wagon,2003,,0,6_reihe,150000,4,petrol,mazda,,08/03/2016 00:00,0,18507,08/03/2016 15:52
10/03/2016 23:56,550,small,1997,manual,60,polo,150000,0,,volkswagen,no,10/03/2016 00:00,0,27432,17/03/2016 08:16
01/04/2016 14:56,899,small,2001,manual,75,corsa,150000,4,petrol,opel,no,01/04/2016 00:00,0,26441,07/04/2016 12:16
24/03/2016 14:50,900,small,1996,manual,45,polo,150000,3,petrol,volkswagen,no,24/03/2016 00:00,0,58675,07/04/2016 06:45
24/03/2016 22:44,2500,small,2005,manual,50,lupo,125000,5,petrol,volkswagen,no,24/03/2016 00:00,0,33129,05/04/2016 17:21
21/03/2016 13:36,6250,wagon,2006,auto,140,touran,150000,4,petrol,volkswagen,,21/03/2016 00:00,0,48683,22/03/2016 17:45
14/03/2016 20:44,2600,wagon,1997,auto,170,other,150000,2,petrol,bmw,no,14/03/2016 00:00,0,76189,17/03/2016 10:45
31/03/2016 21:46,14999,,2017,manual,150,focus,30000,5,petrol,ford,no,31/03/2016 00:00,0,72581,06/04/2016 17:16
12/03/2016 10:48,1190,sedan,1998,manual,102,a_klasse,150000,0,petrol,mercedes_benz,no,12/03/2016 00:00,0,92637,19/03/2016 07:15
24/03/2016 19:50,2000,bus,2002,manual,0,other,125000,7,gasoline,kia,no,24/03/2016 00:00,0,21365,26/03/2016 05:17
31/03/2016 15:57,1600,,2017,manual,0,,150000,0,petrol,rover,,31/03/2016 00:00,0,41352,06/04/2016 09:44
13/03/2016 11:42,175,small,1999,manual,54,corsa,150000,8,petrol,opel,yes,13/03/2016 00:00,0,17111,16/03/2016 15:16
06/03/2016 22:43,4210,wagon,2005,auto,131,mondeo,150000,9,gasoline,ford,no,06/03/2016 00:00,0,97262,07/04/2016 03:15
27/03/2016 13:50,1450,,2017,manual,60,2_reihe,150000,0,,peugeot,,27/03/2016 00:00,0,52499,29/03/2016 02:45
27/03/2016 12:52,9390,bus,2008,manual,105,touran,125000,11,gasoline,volkswagen,no,27/03/2016 00:00,0,69181,01/04/2016 12:15
22/03/2016 22:56,300,sedan,1996,manual,75,cordoba,150000,10,petrol,seat,yes,22/03/2016 00:00,0,77743,07/04/2016 04:17
14/03/2016 14:49,4598,small,2009,manual,60,corsa,50000,10,petrol,opel,no,14/03/2016 00:00,0,1189,31/03/2016 01:17
23/03/2016 19:55,7400,suv,2002,auto,250,m_klasse,150000,11,gasoline,mercedes_benz,no,23/03/2016 00:00,0,22607,07/04/2016 06:44
03/04/2016 09:50,1800,,2016,manual,60,2_reihe,150000,5,,peugeot,no,03/04/2016 00:00,0,65193,06/04/2016 16:17
01/04/2016 13:51,1500,sedan,2003,manual,80,astra,150000,9,gasoline,opel,no,01/04/2016 00:00,0,38106,07/04/2016 11:17
17/03/2016 11:51,1500,sedan,1998,manual,75,golf,150000,4,petrol,volkswagen,no,17/03/2016 00:00,0,86165,21/03/2016 15:15
31/03/2016 19:39,1000,wagon,1999,manual,101,vectra,150000,2,petrol,opel,no,31/03/2016 00:00,0,94469,06/04/2016 13:45
27/03/2016 21:38,700,small,1995,manual,75,polo,150000,10,petrol,volkswagen,no,27/03/2016 00:00,0,94072,05/04/2016 20:17
09/03/2016 15:57,14999,coupe,2007,auto,306,3er,150000,2,petrol,bmw,yes,09/03/2016 00:00,0,82205,10/03/2016 01:46
01/04/2016 12:51,1599,sedan,1999,manual,101,golf,150000,3,petrol,volkswagen,no,01/04/2016 00:00,0,82216,07/04/2016 09:17
10/03/2016 19:46,100,,1995,,0,polo,150000,0,,volkswagen,,10/03/2016 00:00,0,45711,22/03/2016 14:19
19/03/2016 15:43,15900,wagon,2012,manual,102,caddy,60000,5,gasoline,volkswagen,no,19/03/2016 00:00,0,72406,06/04/2016 23:46
08/03/2016 10:49,1500,wagon,2001,manual,139,laguna,90000,3,petrol,renault,no,08/03/2016 00:00,0,7749,08/03/2016 17:47
16/03/2016 18:54,5199,small,2009,manual,90,ibiza,125000,11,gasoline,seat,,16/03/2016 00:00,0,44892,17/03/2016 17:44
23/03/2016 18:00,5500,suv,2003,manual,165,x_trail,150000,1,petrol,nissan,no,23/03/2016 00:00,0,16767,05/04/2016 23:15
03/04/2016 09:53,1499,small,2000,manual,58,corsa,150000,9,petrol,opel,no,03/04/2016 00:00,0,94447,03/04/2016 09:53
16/03/2016 21:39,13900,sedan,2006,auto,218,x_reihe,150000,6,gasoline,bmw,no,16/03/2016 00:00,0,94327,16/03/2016 21:39
23/03/2016 13:43,1000,bus,1999,manual,0,sharan,5000,0,petrol,volkswagen,no,23/03/2016 00:00,0,12049,01/04/2016 18:17
06/03/2016 16:44,9500,sedan,2008,manual,143,3er,150000,4,petrol,bmw,no,06/03/2016 00:00,0,80689,20/03/2016 16:45
01/04/2016 01:06,15880,sedan,2010,manual,160,insignia,70000,11,gasoline,opel,no,01/04/2016 00:00,0,56346,06/04/2016 18:16
29/03/2016 20:47,6900,sedan,2009,manual,110,passat,150000,3,gasoline,volkswagen,no,29/03/2016 00:00,0,36151,06/04/2016 07:16
14/03/2016 15:55,17999,sedan,2011,auto,190,a5,150000,5,gasoline,audi,no,14/03/2016 00:00,0,34233,18/03/2016 03:15
30/03/2016 00:56,5999,convertible,2000,manual,101,golf,90000,3,petrol,volkswagen,no,29/03/2016 00:00,0,83352,30/03/2016 06:52
17/03/2016 14:50,1100,,2017,manual,147,santa,150000,2,lpg,hyundai,yes,17/03/2016 00:00,0,51465,28/03/2016 16:18
02/04/2016 18:59,14950,suv,2009,manual,173,cx_reihe,125000,10,gasoline,mazda,no,02/04/2016 00:00,0,30890,06/04/2016 19:44
12/03/2016 23:48,2800,,2016,auto,77,3er,100000,9,,bmw,no,12/03/2016 00:00,0,13435,13/03/2016 00:44
07/03/2016 11:57,18900,bus,2005,manual,174,transporter,150000,10,gasoline,volkswagen,no,07/03/2016 00:00,0,44575,08/03/2016 06:44
08/03/2016 12:52,350,small,1996,manual,65,punto,100000,6,electric,fiat,yes,08/03/2016 00:00,0,35799,31/03/2016 11:46
21/03/2016 20:50,8500,,2017,,0,300c,150000,0,,chrysler,,21/03/2016 00:00,0,55271,30/03/2016 10:16
20/03/2016 11:44,1299,small,1998,manual,60,polo,150000,3,petrol,volkswagen,,20/03/2016 00:00,0,86609,22/03/2016 17:47
15/03/2016 14:56,1790,small,2004,manual,68,fiesta,150000,3,gasoline,ford,no,15/03/2016 00:00,0,22159,15/03/2016 14:56
23/03/2016 14:53,4800,,2017,manual,102,leon,150000,6,,seat,,23/03/2016 00:00,0,48159,05/04/2016 18:18
14/03/2016 15:54,0,,1998,auto,125,,150000,0,,audi,yes,14/03/2016 00:00,0,38458,27/03/2016 20:47
18/03/2016 20:22,8500,wagon,2005,auto,218,5er,150000,2,gasoline,bmw,no,18/03/2016 00:00,0,55411,06/04/2016 08:46
01/04/2016 01:57,1654,small,2001,manual,90,almera,150000,3,petrol,nissan,,01/04/2016 00:00,0,46509,07/04/2016 05:15
11/03/2016 13:53,250,wagon,1991,manual,0,astra,150000,7,petrol,opel,,11/03/2016 00:00,0,29549,11/03/2016 13:53
15/03/2016 17:36,0,sedan,1996,manual,115,mondeo,125000,2,petrol,ford,yes,15/03/2016 00:00,0,49163,15/03/2016 17:36
17/03/2016 19:50,10700,sedan,2008,auto,0,c_klasse,90000,10,petrol,mercedes_benz,no,17/03/2016 00:00,0,60439,21/03/2016 19:17
17/03/2016 12:51,1999,small,1961,manual,20,601,30000,2,petrol,trabant,no,17/03/2016 00:00,0,24863,20/03/2016 14:19
29/03/2016 16:59,750,small,1997,manual,55,golf,150000,0,petrol,volkswagen,no,29/03/2016 00:00,0,24893,06/04/2016 03:16
11/03/2016 19:44,15600,wagon,2013,manual,150,octavia,90000,9,gasoline,skoda,no,11/03/2016 00:00,0,18507,06/04/2016 00:16
24/03/2016 11:48,8900,convertible,1980,manual,51,,70000,2,petrol,sonstige_autos,no,24/03/2016 00:00,0,14089,07/04/2016 02:44
19/03/2016 16:52,1250,sedan,1996,manual,75,golf,150000,10,petrol,volkswagen,no,19/03/2016 00:00,0,73072,07/04/2016 02:46
29/03/2016 19:55,500,wagon,1998,manual,131,omega,150000,7,gasoline,opel,yes,29/03/2016 00:00,0,34582,06/04/2016 06:15
09/03/2016 14:51,12499,wagon,2010,auto,170,a6,150000,6,gasoline,audi,no,09/03/2016 00:00,0,81735,15/03/2016 18:46
03/04/2016 20:37,9900,sedan,2010,manual,150,other,90000,3,gasoline,chevrolet,no,03/04/2016 00:00,0,99085,05/04/2016 21:16
04/04/2016 22:36,18000,bus,2015,manual,125,c_max,20000,9,petrol,ford,no,04/04/2016 00:00,0,74834,07/04/2016 03:17
03/04/2016 13:59,800,bus,1994,manual,72,transit,150000,2,petrol,ford,yes,03/04/2016 00:00,0,12355,03/04/2016 13:59
01/04/2016 13:55,2699,suv,1995,manual,130,rav,125000,3,petrol,toyota,no,01/04/2016 00:00,0,42855,05/04/2016 08:17
05/04/2016 10:48,1499,wagon,2003,manual,90,focus,150000,2,gasoline,ford,no,05/04/2016 00:00,0,22547,07/04/2016 13:50
25/03/2016 16:46,1500,small,2003,manual,75,corsa,90000,5,petrol,opel,no,25/03/2016 00:00,0,48529,30/03/2016 07:16
28/03/2016 09:55,6800,suv,2005,auto,313,touareg,150000,2,gasoline,volkswagen,no,28/03/2016 00:00,0,86674,06/04/2016 12:44
01/04/2016 12:37,2666,convertible,2003,manual,92,astra,150000,6,petrol,opel,no,01/04/2016 00:00,0,33098,07/04/2016 10:15
10/03/2016 23:36,2600,,2017,manual,102,other,150000,0,petrol,mercedes_benz,,10/03/2016 00:00,0,90596,02/04/2016 06:46
06/03/2016 13:51,2499,sedan,1998,manual,90,golf,150000,10,gasoline,volkswagen,no,06/03/2016 00:00,0,25899,02/04/2016 08:18
08/03/2016 15:38,0,,2000,,0,golf,5000,0,,volkswagen,,08/03/2016 00:00,0,2799,08/03/2016 15:38
19/03/2016 08:51,7800,wagon,2010,manual,105,golf,150000,7,gasoline,volkswagen,yes,19/03/2016 00:00,0,22087,02/04/2016 09:47
29/03/2016 23:44,0,small,2007,manual,69,ibiza,70000,4,petrol,seat,yes,29/03/2016 00:00,0,17139,06/04/2016 10:45
31/03/2016 21:58,6850,,2005,,224,,150000,0,,volkswagen,,31/03/2016 00:00,0,34516,06/04/2016 18:19
26/03/2016 19:37,500,sedan,1996,manual,125,a4,5000,3,petrol,audi,no,26/03/2016 00:00,0,10777,26/03/2016 19:37
28/03/2016 20:53,11999,sedan,2012,manual,99,500,70000,10,petrol,fiat,no,28/03/2016 00:00,0,46537,07/04/2016 04:15
01/04/2016 17:53,400,,2016,manual,101,3er,150000,5,,bmw,yes,01/04/2016 00:00,0,84186,05/04/2016 13:18
09/03/2016 12:47,400,suv,1999,manual,133,,150000,6,petrol,kia,yes,09/03/2016 00:00,0,18317,11/03/2016 06:45
22/03/2016 16:39,500,small,2001,manual,0,lupo,150000,7,petrol,volkswagen,yes,22/03/2016 00:00,0,50825,22/03/2016 16:39
16/03/2016 12:46,7999,,1800,,290,golf,5000,6,,volkswagen,,16/03/2016 00:00,0,15827,29/03/2016 20:47
22/03/2016 14:51,20000,coupe,2011,manual,170,a5,125000,11,petrol,audi,no,22/03/2016 00:00,0,38120,06/04/2016 04:16
17/03/2016 15:38,10800,,2016,manual,170,golf,150000,1,gasoline,volkswagen,,17/03/2016 00:00,0,44359,06/04/2016 22:44
30/03/2016 00:38,1400,sedan,1996,manual,0,a3,150000,0,petrol,audi,no,29/03/2016 00:00,0,58095,02/04/2016 19:48
03/04/2016 10:44,3000,small,1988,manual,0,corsa,5000,0,,opel,,03/04/2016 00:00,0,48351,07/04/2016 11:17
26/03/2016 13:51,19900,wagon,2011,auto,170,c_klasse,80000,2,gasoline,mercedes_benz,no,26/03/2016 00:00,0,89186,06/04/2016 01:47
25/03/2016 15:59,1399,sedan,2000,manual,82,a_klasse,150000,12,,mercedes_benz,no,25/03/2016 00:00,0,13357,06/04/2016 20:48
01/04/2016 19:43,2150,sedan,1998,manual,170,3er,150000,6,petrol,bmw,no,01/04/2016 00:00,0,58455,01/04/2016 19:43
25/03/2016 19:38,4950,small,2006,manual,70,yaris,40000,7,petrol,toyota,no,25/03/2016 00:00,0,24613,07/04/2016 01:17
05/04/2016 00:56,8000,,2016,manual,105,leon,90000,0,gasoline,seat,,05/04/2016 00:00,0,83301,07/04/2016 10:17
16/03/2016 12:48,6300,bus,2006,manual,140,s_max,150000,12,gasoline,ford,no,16/03/2016 00:00,0,14913,06/04/2016 07:46
29/03/2016 12:58,5200,sedan,2000,manual,150,golf,125000,3,petrol,volkswagen,no,29/03/2016 00:00,0,63512,31/03/2016 05:17
11/03/2016 18:55,17900,wagon,2013,manual,135,i_reihe,40000,8,petrol,hyundai,no,11/03/2016 00:00,0,25485,05/04/2016 21:17
21/03/2016 13:50,4500,sedan,2007,manual,105,golf,150000,4,gasoline,volkswagen,no,21/03/2016 00:00,0,7973,22/03/2016 18:17
03/04/2016 14:57,4990,coupe,2000,auto,218,clk,150000,1,petrol,mercedes_benz,no,03/04/2016 00:00,0,1277,05/04/2016 14:15
22/03/2016 11:52,6800,sedan,2006,manual,102,a3,150000,2,petrol,audi,no,22/03/2016 00:00,0,27432,25/03/2016 04:15
19/03/2016 12:47,5200,sedan,2007,manual,105,astra,100000,9,petrol,opel,no,19/03/2016 00:00,0,55268,31/03/2016 21:47
08/03/2016 22:56,5900,,2007,manual,100,c_reihe,125000,6,petrol,volvo,,08/03/2016 00:00,0,21339,05/04/2016 05:46
26/03/2016 09:52,800,small,1999,manual,0,polo,150000,6,petrol,volkswagen,no,26/03/2016 00:00,0,79286,03/04/2016 19:47
10/03/2016 22:57,1250,small,2001,manual,60,fiesta,125000,4,,ford,no,10/03/2016 00:00,0,97346,11/03/2016 07:40
11/03/2016 11:56,950,sedan,1997,manual,90,megane,125000,11,petrol,renault,no,11/03/2016 00:00,0,8393,12/03/2016 16:19
23/03/2016 22:50,1990,,2005,manual,0,zafira,150000,0,,opel,,23/03/2016 00:00,0,95671,02/04/2016 09:17
25/03/2016 13:43,19990,bus,2015,manual,102,caddy,20000,1,gasoline,volkswagen,no,25/03/2016 00:00,0,86825,06/04/2016 15:44
21/03/2016 19:41,1850,sedan,2002,manual,131,mondeo,150000,7,gasoline,ford,no,21/03/2016 00:00,0,45879,24/03/2016 09:15
15/03/2016 15:47,13900,convertible,1985,auto,137,,125000,7,petrol,sonstige_autos,no,15/03/2016 00:00,0,50769,06/04/2016 07:17
15/03/2016 00:53,4950,sedan,1963,manual,40,other,30000,12,petrol,ford,no,14/03/2016 00:00,0,19079,07/04/2016 05:45
21/03/2016 19:45,11700,wagon,2009,manual,170,c5,125000,6,gasoline,citroen,no,21/03/2016 00:00,0,48143,06/04/2016 21:47
04/04/2016 21:27,2000,coupe,1997,manual,150,3er,150000,1,petrol,bmw,,04/04/2016 00:00,0,56348,05/04/2016 12:22
04/04/2016 11:48,1000,small,2000,manual,75,justy,150000,0,petrol,subaru,no,04/04/2016 00:00,0,1159,06/04/2016 12:46
31/03/2016 15:54,5500,small,2009,manual,80,corsa,150000,7,petrol,opel,no,31/03/2016 00:00,0,67745,06/04/2016 08:46
07/03/2016 20:55,0,sedan,1986,manual,0,601,80000,10,petrol,trabant,,07/03/2016 00:00,0,7768,08/03/2016 20:19
05/03/2016 21:38,2650,bus,2002,manual,120,espace,150000,12,gasoline,renault,no,05/03/2016 00:00,0,84032,07/04/2016 08:45
23/03/2016 00:49,1,convertible,1910,manual,0,other,5000,0,petrol,fiat,,22/03/2016 00:00,0,47169,05/04/2016 01:44
09/03/2016 18:36,2250,small,2005,manual,60,2_reihe,125000,3,petrol,peugeot,,09/03/2016 00:00,0,35274,09/03/2016 18:36
31/03/2016 19:47,1599,small,1994,manual,102,3er,150000,9,petrol,bmw,no,31/03/2016 00:00,0,83561,06/04/2016 14:17
08/03/2016 10:53,3000,sedan,2005,,0,a3,150000,9,gasoline,audi,,08/03/2016 00:00,0,44267,08/03/2016 10:53
27/03/2016 18:57,2000,coupe,2001,manual,143,other,60000,6,petrol,toyota,yes,27/03/2016 00:00,0,45472,01/04/2016 20:17
05/04/2016 20:06,1290,small,1998,manual,75,clio,125000,7,petrol,renault,no,05/04/2016 00:00,0,56584,05/04/2016 20:06
22/03/2016 12:50,2900,convertible,2007,manual,150,2_reihe,90000,12,petrol,peugeot,yes,22/03/2016 00:00,0,47445,22/03/2016 12:50
22/03/2016 20:38,1550,small,2001,,45,fortwo,125000,4,petrol,smart,no,22/03/2016 00:00,0,59077,06/04/2016 14:17
14/03/2016 22:55,2450,wagon,2001,auto,207,laguna,150000,9,petrol,renault,no,14/03/2016 00:00,0,73730,07/04/2016 12:17
03/04/2016 12:54,3999,small,2009,manual,60,polo,150000,5,petrol,volkswagen,,03/04/2016 00:00,0,7554,05/04/2016 11:46
10/03/2016 17:58,8888,bus,2011,manual,116,other,90000,11,gasoline,ford,no,10/03/2016 00:00,0,51647,22/03/2016 09:17
16/03/2016 17:57,1500,convertible,1996,manual,115,astra,150000,0,petrol,opel,,16/03/2016 00:00,0,55218,05/04/2016 22:16
13/03/2016 05:36,4999,wagon,2008,auto,150,vectra,150000,8,gasoline,opel,no,13/03/2016 00:00,0,26529,06/04/2016 13:46
19/03/2016 18:44,2200,wagon,2003,manual,120,6_reihe,150000,3,petrol,mazda,no,19/03/2016 00:00,0,25832,25/03/2016 22:46
29/03/2016 07:57,3600,small,2009,manual,68,c1,100000,4,petrol,citroen,yes,29/03/2016 00:00,0,92637,29/03/2016 09:38
22/03/2016 23:37,550,bus,1995,auto,0,,150000,6,petrol,ford,,22/03/2016 00:00,0,38667,05/04/2016 02:47
05/04/2016 21:36,3800,wagon,1991,manual,115,other,150000,3,petrol,volvo,no,05/04/2016 00:00,0,34246,05/04/2016 21:36
17/03/2016 20:50,9500,wagon,2007,manual,140,octavia,100000,9,gasoline,skoda,no,17/03/2016 00:00,0,90473,07/04/2016 10:15
16/03/2016 23:53,1300,sedan,1999,manual,170,other,150000,11,lpg,saab,no,16/03/2016 00:00,0,79110,19/03/2016 04:46
01/04/2016 20:37,600,sedan,1999,manual,136,vectra,150000,0,petrol,opel,,01/04/2016 00:00,0,31600,05/04/2016 17:26
10/03/2016 12:45,450,,1995,manual,75,civic,150000,9,petrol,honda,,10/03/2016 00:00,0,52393,07/04/2016 05:45
19/03/2016 17:47,2499,sedan,1996,manual,0,c_klasse,150000,11,petrol,mercedes_benz,no,19/03/2016 00:00,0,73207,19/03/2016 17:47
03/04/2016 20:57,2250,sedan,1997,manual,74,lancer,60000,0,petrol,mitsubishi,no,03/04/2016 00:00,0,65597,05/04/2016 11:30
02/04/2016 12:51,16500,sedan,2007,auto,0,a6,125000,7,petrol,audi,,02/04/2016 00:00,0,50829,06/04/2016 10:47
18/03/2016 21:48,6000,convertible,1932,,0,other,30000,8,,ford,no,18/03/2016 00:00,0,70378,18/03/2016 21:48
25/03/2016 11:50,8200,small,2011,manual,133,twingo,60000,4,petrol,renault,no,25/03/2016 00:00,0,86744,06/04/2016 12:44
13/03/2016 21:50,4900,small,2011,manual,68,aygo,20000,11,petrol,toyota,no,13/03/2016 00:00,0,70197,13/03/2016 21:50
28/03/2016 17:39,5450,sedan,2006,manual,75,golf,150000,6,petrol,volkswagen,no,28/03/2016 00:00,0,31020,06/04/2016 23:15
01/04/2016 19:54,3100,small,2003,manual,90,,5000,4,petrol,volkswagen,no,01/04/2016 00:00,0,96120,03/04/2016 16:47
20/03/2016 22:36,3500,small,2011,manual,60,fabia,125000,2,petrol,skoda,yes,20/03/2016 00:00,0,38315,29/03/2016 03:46
25/03/2016 12:55,15500,sedan,2011,auto,179,polo,60000,6,petrol,volkswagen,no,25/03/2016 00:00,0,59174,06/04/2016 14:44
23/03/2016 17:59,2600,bus,2002,manual,90,berlingo,150000,10,gasoline,citroen,no,23/03/2016 00:00,0,74080,05/04/2016 22:18
17/03/2016 01:00,7999,wagon,2006,manual,163,3er,150000,8,gasoline,bmw,no,17/03/2016 00:00,0,57392,06/04/2016 01:48
02/04/2016 22:50,1450,sedan,1999,manual,0,,20000,0,,mercedes_benz,yes,02/04/2016 00:00,0,30926,07/04/2016 00:45
30/03/2016 22:56,16800,sedan,2011,auto,151,other,80000,6,hybrid,opel,no,30/03/2016 00:00,0,25764,05/04/2016 17:45
07/03/2016 01:36,4200,sedan,1995,auto,326,7er,150000,9,petrol,bmw,yes,07/03/2016 00:00,0,69469,01/04/2016 19:21
05/03/2016 17:53,8400,wagon,2007,auto,232,a6,5000,10,gasoline,audi,no,05/03/2016 00:00,0,51588,12/03/2016 06:18
29/03/2016 12:41,1399,small,1999,manual,0,a_klasse,150000,12,petrol,mercedes_benz,,29/03/2016 00:00,0,28279,29/03/2016 12:41
31/03/2016 14:45,1350,sedan,1996,manual,101,a4,150000,6,petrol,audi,no,31/03/2016 00:00,0,32584,06/04/2016 07:17
10/03/2016 15:46,17000,coupe,2007,auto,224,other,150000,11,gasoline,mercedes_benz,no,10/03/2016 00:00,0,1277,05/04/2016 12:16
07/03/2016 20:52,14000,bus,2009,manual,175,s_max,100000,6,gasoline,ford,no,07/03/2016 00:00,0,33104,05/04/2016 17:45
04/04/2016 14:45,11200,coupe,1979,manual,139,3er,60000,9,petrol,bmw,no,04/04/2016 00:00,0,32257,06/04/2016 15:47
09/03/2016 13:49,8100,sedan,2011,manual,125,focus,80000,4,petrol,ford,no,09/03/2016 00:00,0,44263,06/04/2016 04:45
24/03/2016 09:49,1400,bus,1991,,60,transporter,150000,0,,volkswagen,no,24/03/2016 00:00,0,19406,24/03/2016 10:41
21/03/2016 10:51,5500,small,2011,manual,77,punto,60000,6,petrol,fiat,no,21/03/2016 00:00,0,40789,29/03/2016 18:18
22/03/2016 16:52,5150,convertible,2006,manual,111,megane,100000,4,petrol,renault,,22/03/2016 00:00,0,84539,06/04/2016 07:17
12/03/2016 08:55,800,sedan,1999,manual,75,golf,150000,10,petrol,volkswagen,,12/03/2016 00:00,0,41844,12/03/2016 09:47
24/03/2016 09:53,9650,wagon,2011,manual,90,a3,125000,3,gasoline,audi,no,24/03/2016 00:00,0,76287,24/03/2016 10:43
08/03/2016 17:06,1100,sedan,1996,manual,150,a4,150000,1,lpg,audi,,08/03/2016 00:00,0,51570,12/03/2016 17:17
07/03/2016 10:51,1299,small,2001,manual,75,arosa,150000,7,petrol,seat,,07/03/2016 00:00,0,98574,28/03/2016 11:45
11/03/2016 18:37,3999,sedan,2005,manual,109,focus,150000,5,gasoline,ford,no,11/03/2016 00:00,0,6774,05/04/2016 19:47
01/04/2016 14:49,1500,convertible,1995,manual,150,3er,150000,12,petrol,bmw,no,01/04/2016 00:00,0,66763,07/04/2016 12:15
27/03/2016 00:38,1650,sedan,1996,auto,105,3er,150000,12,petrol,bmw,no,26/03/2016 00:00,0,45731,07/04/2016 03:16
03/04/2016 21:39,5498,small,2006,manual,80,polo,125000,10,petrol,volkswagen,no,03/04/2016 00:00,0,91154,05/04/2016 22:18
